time,bpm
2022-04-23 01:25:16.700715+00:00,76
2022-04-23 01:25:35.682998+00:00,78
2022-04-23 01:26:04.395815+00:00,48
2022-04-23 01:26:31.807154+00:00,65
2022-04-23 01:27:00.518444+00:00,54
2022-04-23 01:27:20.764952+00:00,55
2022-04-23 01:27:52.758946+00:00,48
2022-04-23 01:28:25.470908+00:00,76
2022-04-23 01:28:56.794525+00:00,48
2022-04-23 01:29:53.629947+00:00,76
2022-04-23 01:30:21.714938+00:00,52
2022-04-23 01:30:51.773328+00:00,55
2022-04-23 01:31:16.565086+00:00,53
2022-04-23 01:31:44.641411+00:00,61
2022-04-23 01:32:13.354575+00:00,54
2022-04-23 01:32:43.371215+00:00,76
2022-04-23 01:33:12.760003+00:00,52
2022-04-23 01:33:31.745315+00:00,53
2022-04-23 01:34:01.761327+00:00,55
2022-04-23 01:34:30.458054+00:00,54
2022-04-23 01:35:00.531931+00:00,55
2022-04-23 01:35:19.472495+00:00,53
2022-04-23 01:35:50.791823+00:00,76
2022-04-23 01:36:20.813756+00:00,48
2022-04-23 01:36:48.217764+00:00,53
2022-04-23 01:37:17.604810+00:00,55
2022-04-23 01:37:38.521408+00:00,76
2022-04-23 01:38:43.194857+00:00,55
2022-04-23 01:39:32.831427+00:00,48
2022-04-23 01:40:01.584057+00:00,55
2022-04-23 01:41:01.660092+00:00,48
2022-04-23 01:41:20.608405+00:00,54
2022-04-23 01:41:50.665485+00:00,48
2022-04-23 01:42:52.677816+00:00,76
2022-04-23 01:43:16.213741+00:00,59
2022-04-23 01:43:45.644362+00:00,48
2022-04-23 01:44:13.769762+00:00,56
2022-04-23 01:44:46.397519+00:00,76
2022-04-23 01:45:17.717656+00:00,79
2022-04-23 01:45:38.644019+00:00,55
2022-04-23 01:46:38.716552+00:00,48
2022-04-23 01:47:08.730787+00:00,55
2022-04-23 01:47:27.672061+00:00,53
2022-04-23 01:47:56.385297+00:00,54
2022-04-23 01:48:25.723650+00:00,56
2022-04-23 01:48:53.807986+00:00,57
2022-04-23 01:49:17.292798+00:00,53
2022-04-23 01:49:44.705810+00:00,55
2022-04-23 01:50:42.797031+00:00,54
2022-04-23 01:51:10.199934+00:00,53
2022-04-23 01:51:29.823074+00:00,76
2022-04-23 01:51:58.537914+00:00,55
2022-04-23 01:52:26.613975+00:00,54
2022-04-23 01:52:54.692737+00:00,53
2022-04-23 01:53:17.547448+00:00,56
2022-04-23 01:53:46.268872+00:00,53
2022-04-23 01:54:13.666801+00:00,55
2022-04-23 01:55:11.762047+00:00,53
2022-04-23 01:55:30.844292+00:00,56
2022-04-23 01:55:58.247136+00:00,57
2022-04-23 01:56:25.656050+00:00,56
2022-04-23 01:56:54.371516+00:00,55
2022-04-23 01:57:46.654852+00:00,64
2022-04-23 01:58:12.761948+00:00,52
2022-04-23 01:58:42.773839+00:00,55
2022-04-23 01:59:11.485907+00:00,54
2022-04-23 01:59:29.793073+00:00,68
2022-04-23 01:59:59.854480+00:00,55
2022-04-23 02:00:56.740543+00:00,57
2022-04-23 02:01:17.663741+00:00,55
2022-04-23 02:02:15.711458+00:00,54
2022-04-23 02:02:44.423488+00:00,55
2022-04-23 02:04:01.508327+00:00,64
2022-04-23 02:04:30.208484+00:00,51
2022-04-23 02:04:57.624978+00:00,48
2022-04-23 02:05:16.616266+00:00,53
2022-04-23 02:05:47.256530+00:00,64
2022-04-23 02:06:16.961863+00:00,48
2022-04-23 02:06:17.850371+00:00,0
2022-04-23 02:06:48.415521+00:00,55
2022-04-23 02:08:35.473945+00:00,54
2022-04-23 02:09:04.313102+00:00,55
2022-04-23 02:09:52.643583+00:00,53
2022-04-23 02:10:21.358632+00:00,57
2022-04-23 02:10:51.373365+00:00,48
2022-04-23 02:11:19.399263+00:00,64
2022-04-23 02:11:47.533416+00:00,59
2022-04-23 02:12:16.242830+00:00,55
2022-04-23 02:12:43.649817+00:00,54
2022-04-23 02:13:13.669183+00:00,55
2022-04-23 02:14:01.321702+00:00,53
2022-04-23 02:14:57.431313+00:00,55
2022-04-23 02:16:19.743489+00:00,48
2022-04-23 02:16:49.751068+00:00,55
2022-04-23 02:17:16.618206+00:00,56
2022-04-23 02:17:44.651691+00:00,53
2022-04-23 02:18:12.745001+00:00,56
2022-04-23 02:18:41.443205+00:00,55
2022-04-23 02:19:09.531413+00:00,59
2022-04-23 02:19:29.779528+00:00,48
2022-04-23 02:19:58.471324+00:00,54
2022-04-23 02:20:26.566939+00:00,61
2022-04-23 02:20:55.271325+00:00,55
2022-04-23 02:21:17.507236+00:00,64
2022-04-23 02:21:49.459515+00:00,55
2022-04-23 02:22:22.711093+00:00,76
2022-04-23 02:22:51.422710+00:00,48
2022-04-23 02:24:15.658561+00:00,79
2022-04-23 02:24:44.503547+00:00,48
2022-04-23 02:25:14.522159+00:00,55
2022-04-23 02:25:32.297218+00:00,76
2022-04-23 02:26:02.313116+00:00,48
2022-04-23 02:27:24.667398+00:00,55
2022-04-23 02:28:24.697250+00:00,48
2022-04-23 02:29:48.264739+00:00,50
2022-04-23 02:30:15.798586+00:00,45
2022-04-23 02:30:43.826960+00:00,53
2022-04-23 02:31:12.544110+00:00,86
2022-04-23 02:31:31.487198+00:00,64
2022-04-23 02:32:00.294710+00:00,46
2022-04-23 02:32:30.308842+00:00,55
2022-04-23 02:32:57.715691+00:00,50
2022-04-23 02:33:17.329378+00:00,64
2022-04-23 02:33:47.977815+00:00,79
2022-04-23 02:34:15.378189+00:00,54
2022-04-23 02:34:46.747714+00:00,76
2022-04-23 02:35:14.828473+00:00,48
2022-04-23 02:35:32.643015+00:00,55
2022-04-23 02:36:03.290657+00:00,48
2022-04-23 02:36:32.717225+00:00,55
2022-04-23 02:37:01.525254+00:00,71
2022-04-23 02:37:19.569259+00:00,86
2022-04-23 02:37:48.279389+00:00,50
2022-04-23 02:38:15.683056+00:00,48
2022-04-23 02:38:44.397700+00:00,50
2022-04-23 02:39:17.687694+00:00,71
2022-04-23 02:39:36.681557+00:00,76
2022-04-23 02:40:06.699632+00:00,71
2022-04-23 02:40:39.333306+00:00,95
2022-04-23 02:41:30.264100+00:00,55
2022-04-23 02:42:30.295789+00:00,64
2022-04-23 02:42:57.703061+00:00,52
2022-04-23 02:43:16.698818+00:00,55
2022-04-23 02:43:45.409560+00:00,53
2022-04-23 02:44:18.659203+00:00,40
2022-04-23 02:44:47.375406+00:00,52
2022-04-23 02:45:34.347989+00:00,49
2022-04-23 02:46:04.363033+00:00,55
2022-04-23 02:47:22.030034+00:00,54
2022-04-23 02:47:50.730708+00:00,76
2022-04-23 02:48:20.763274+00:00,48
2022-04-23 02:48:48.845487+00:00,57
2022-04-23 02:49:16.248383+00:00,54
2022-04-23 02:49:45.582652+00:00,52
2022-04-23 02:50:15.589854+00:00,55
2022-04-23 02:50:45.621091+00:00,48
2022-04-23 02:51:15.634849+00:00,55
2022-04-23 02:51:33.315225+00:00,53
2022-04-23 02:52:02.703567+00:00,55
2022-04-23 02:52:32.758550+00:00,49
2022-04-23 02:53:01.473523+00:00,53
2022-04-23 02:53:20.551491+00:00,52
2022-04-23 02:53:50.571877+00:00,55
2022-04-23 02:54:49.292401+00:00,52
2022-04-23 02:55:16.697755+00:00,53
2022-04-23 02:55:46.715039+00:00,55
2022-04-23 02:57:18.017228+00:00,48
2022-04-23 02:58:06.977681+00:00,52
2022-04-23 02:58:35.686020+00:00,49
2022-04-23 02:59:04.391423+00:00,52
2022-04-23 02:59:22.725657+00:00,53
2022-04-23 02:59:52.732121+00:00,76
2022-04-23 03:00:22.737242+00:00,52
2022-04-23 03:00:51.457150+00:00,49
2022-04-23 03:01:19.540988+00:00,55
2022-04-23 03:01:48.290027+00:00,54
2022-04-23 03:02:44.406095+00:00,53
2022-04-23 03:03:32.735420+00:00,55
2022-04-23 03:04:01.447605+00:00,53
2022-04-23 03:04:30.839475+00:00,55
2022-04-23 03:04:59.589228+00:00,53
2022-04-23 03:05:18.533249+00:00,52
2022-04-23 03:05:48.549798+00:00,55
2022-04-23 03:07:17.290171+00:00,54
2022-04-23 03:07:37.583401+00:00,55
2022-04-23 03:09:07.635807+00:00,48
2022-04-23 03:09:28.560493+00:00,76
2022-04-23 03:09:58.575226+00:00,64
2022-04-23 03:10:54.775413+00:00,86
2022-04-23 03:11:19.573359+00:00,48
2022-04-23 03:12:17.621822+00:00,58
2022-04-23 03:12:50.247242+00:00,76
2022-04-23 03:13:17.649080+00:00,55
2022-04-23 03:13:46.368234+00:00,53
2022-04-23 03:14:13.767518+00:00,58
2022-04-23 03:14:43.786053+00:00,48
2022-04-23 03:15:13.799698+00:00,55
2022-04-23 03:15:31.531652+00:00,53
2022-04-23 03:16:57.793503+00:00,76
2022-04-23 03:17:16.736910+00:00,52
2022-04-23 03:17:46.797056+00:00,48
2022-04-23 03:18:18.751505+00:00,55
2022-04-23 03:19:16.262576+00:00,52
2022-04-23 03:19:43.666970+00:00,86
2022-04-23 03:20:16.921781+00:00,71
2022-04-23 03:20:45.634895+00:00,55
2022-04-23 03:21:37.252125+00:00,48
2022-04-23 03:22:07.258718+00:00,55
2022-04-23 03:23:57.576885+00:00,48
2022-04-23 03:24:27.571336+00:00,76
2022-04-23 03:24:57.584061+00:00,55
2022-04-23 03:25:20.445929+00:00,71
2022-04-23 03:25:51.772372+00:00,48
2022-04-23 03:26:19.803353+00:00,52
2022-04-23 03:26:49.821222+00:00,48
2022-04-23 03:28:18.561100+00:00,55
2022-04-23 03:28:46.641853+00:00,50
2022-04-23 03:29:14.727113+00:00,54
2022-04-23 03:29:37.582691+00:00,76
2022-04-23 03:30:06.278152+00:00,54
2022-04-23 03:30:36.301413+00:00,55
2022-04-23 03:31:06.323296+00:00,76
2022-04-23 03:31:24.639552+00:00,55
2022-04-23 03:31:56.585314+00:00,76
2022-04-23 03:32:26.605315+00:00,64
2022-04-23 03:33:18.803375+00:00,48
2022-04-23 03:33:47.509205+00:00,64
2022-04-23 03:34:17.569665+00:00,55
2022-04-23 03:34:47.588554+00:00,76
2022-04-23 03:35:17.600813+00:00,48
2022-04-23 03:35:34.619418+00:00,72
2022-04-23 03:36:04.673189+00:00,64
2022-04-23 03:37:03.400530+00:00,55
2022-04-23 03:37:53.657531+00:00,76
2022-04-23 03:38:21.747082+00:00,64
2022-04-23 03:40:16.799867+00:00,48
2022-04-23 03:40:44.220778+00:00,45
2022-04-23 03:41:11.620258+00:00,48
2022-04-23 03:42:29.348047+00:00,50
2022-04-23 03:42:59.395212+00:00,48
2022-04-23 03:43:45.788436+00:00,67
2022-04-23 03:44:15.812659+00:00,48
2022-04-23 03:45:15.253423+00:00,55
2022-04-23 03:45:35.508759+00:00,64
2022-04-23 03:46:08.807563+00:00,76
2022-04-23 03:46:38.818516+00:00,48
2022-04-23 03:47:07.709822+00:00,55
2022-04-23 03:47:30.613716+00:00,73
2022-04-23 03:48:02.601321+00:00,71
2022-04-23 03:48:32.625956+00:00,75
2022-04-23 03:49:02.682680+00:00,55
2022-04-23 03:49:24.244244+00:00,76
2022-04-23 03:49:54.249441+00:00,55
2022-04-23 03:50:24.314799+00:00,76
2022-04-23 03:50:53.696734+00:00,48
2022-04-23 03:51:21.783654+00:00,75
2022-04-23 03:51:51.797167+00:00,55
2022-04-23 03:52:20.501452+00:00,64
2022-04-23 03:53:18.740792+00:00,48
2022-04-23 03:53:49.389743+00:00,64
2022-04-23 03:54:48.739133+00:00,55
2022-04-23 03:55:18.169481+00:00,49
2022-04-23 03:55:18.930654+00:00,0
2022-04-23 03:55:47.555088+00:00,46
2022-04-23 03:56:17.574921+00:00,48
2022-04-23 03:56:46.909986+00:00,53
2022-04-23 03:57:15.663727+00:00,76
2022-04-23 03:58:05.931481+00:00,51
2022-04-23 03:58:34.642169+00:00,55
2022-04-23 03:59:02.728392+00:00,64
2022-04-23 03:59:20.407206+00:00,50
2022-04-23 03:59:47.812401+00:00,65
2022-04-23 04:00:16.567496+00:00,48
2022-04-23 04:00:50.629880+00:00,76
2022-04-23 04:00:51.393939+00:00,75
2022-04-23 04:01:20.646759+00:00,48
2022-04-23 04:01:50.665582+00:00,76
2022-04-23 04:02:20.670769+00:00,64
2022-04-23 04:02:49.523293+00:00,53
2022-04-23 04:03:21.564825+00:00,76
2022-04-23 04:03:47.715290+00:00,95
2022-04-23 04:04:16.603684+00:00,48
2022-04-23 04:04:44.774129+00:00,57
2022-04-23 04:05:15.459039+00:00,55
2022-04-23 04:05:36.565438+00:00,76
2022-04-23 04:06:04.735816+00:00,53
2022-04-23 04:06:34.791144+00:00,48
2022-04-23 04:07:04.932870+00:00,55
2022-04-23 04:08:50.426884+00:00,58
2022-04-23 04:09:20.440753+00:00,55
2022-04-23 04:09:48.525686+00:00,57
2022-04-23 04:10:19.257547+00:00,55
2022-04-23 04:11:16.770584+00:00,53
2022-04-23 04:11:46.784347+00:00,55
2022-04-23 04:12:47.565754+00:00,64
2022-04-23 04:13:16.369484+00:00,53
2022-04-23 04:13:34.688681+00:00,57
2022-04-23 04:14:04.788527+00:00,55
2022-04-23 04:14:32.244080+00:00,52
2022-04-23 04:15:02.296458+00:00,51
2022-04-23 04:15:20.630996+00:00,54
2022-04-23 04:15:50.718060+00:00,55
2022-04-23 04:16:21.587104+00:00,48
2022-04-23 04:16:51.605332+00:00,55
2022-04-23 04:17:17.749588+00:00,52
2022-04-23 04:17:45.838986+00:00,53
2022-04-23 04:18:44.611294+00:00,71
2022-04-23 04:19:13.323969+00:00,53
2022-04-23 04:20:00.440161+00:00,54
2022-04-23 04:20:29.825757+00:00,53
2022-04-23 04:20:58.533937+00:00,55
2022-04-23 04:21:16.219355+00:00,54
2022-04-23 04:21:43.709188+00:00,52
2022-04-23 04:22:40.551182+00:00,53
2022-04-23 04:23:09.263336+00:00,50
2022-04-23 04:23:27.580380+00:00,55
2022-04-23 04:23:56.331568+00:00,49
2022-04-23 04:24:25.715965+00:00,48
2022-04-23 04:24:53.794716+00:00,53
2022-04-23 04:25:46.673977+00:00,55
2022-04-23 04:26:44.804429+00:00,52
2022-04-23 04:27:13.569900+00:00,48
2022-04-23 04:27:32.558878+00:00,55
2022-04-23 04:28:00.639290+00:00,56
2022-04-23 04:28:28.760228+00:00,53
2022-04-23 04:28:58.777267+00:00,55
2022-04-23 04:29:18.444017+00:00,54
2022-04-23 04:29:47.781904+00:00,55
2022-04-23 04:30:15.236121+00:00,53
2022-04-23 04:30:43.309532+00:00,49
2022-04-23 04:31:12.702088+00:00,48
2022-04-23 04:31:32.318120+00:00,55
2022-04-23 04:32:31.717863+00:00,48
2022-04-23 04:33:18.752116+00:00,50
2022-04-23 04:33:48.763470+00:00,55
2022-04-23 04:34:16.839010+00:00,52
2022-04-23 04:34:47.532022+00:00,48
2022-04-23 04:35:16.328500+00:00,71
2022-04-23 04:35:37.253933+00:00,55
2022-04-23 04:36:07.267306+00:00,71
2022-04-23 04:36:36.698652+00:00,48
2022-04-23 04:37:04.828048+00:00,52
2022-04-23 04:37:23.769310+00:00,50
2022-04-23 04:37:52.474719+00:00,59
2022-04-23 04:38:21.189698+00:00,48
2022-04-23 04:38:48.600683+00:00,52
2022-04-23 04:39:21.221661+00:00,76
2022-04-23 04:40:49.380138+00:00,48
2022-04-23 04:41:17.409080+00:00,50
2022-04-23 04:41:50.709084+00:00,76
2022-04-23 04:42:21.404648+00:00,0
2022-04-23 04:42:52.635298+00:00,48
2022-04-23 04:43:18.739514+00:00,76
2022-04-23 04:43:46.818104+00:00,0
2022-04-23 04:44:16.738734+00:00,45
2022-04-23 04:44:45.438661+00:00,46
2022-04-23 04:45:15.511401+00:00,55
2022-04-23 04:45:36.435530+00:00,76
2022-04-23 04:46:06.544894+00:00,44
2022-04-23 04:46:35.255091+00:00,46
2022-04-23 04:47:04.635895+00:00,55
2022-04-23 04:47:53.639578+00:00,45
2022-04-23 04:48:26.265666+00:00,76
2022-04-23 04:48:53.672227+00:00,48
2022-04-23 04:49:17.842909+00:00,55
2022-04-23 04:49:48.489807+00:00,48
2022-04-23 04:50:17.191275+00:00,101
2022-04-23 04:50:47.202987+00:00,45
2022-04-23 04:51:20.465162+00:00,76
2022-04-23 04:51:40.713758+00:00,48
2022-04-23 04:52:13.340268+00:00,76
2022-04-23 04:52:40.749485+00:00,42
2022-04-23 04:53:09.453956+00:00,64
2022-04-23 04:53:29.747982+00:00,48
2022-04-23 04:54:58.581732+00:00,55
2022-04-23 04:55:17.569956+00:00,45
2022-04-23 04:55:46.908572+00:00,54
2022-04-23 04:56:19.584351+00:00,75
2022-04-23 04:56:50.226718+00:00,44
2022-04-23 04:57:20.243128+00:00,47
2022-04-23 04:57:53.487792+00:00,76
2022-04-23 04:58:59.383712+00:00,48
2022-04-23 04:59:17.692749+00:00,49
2022-04-23 04:59:50.319074+00:00,71
2022-04-23 05:00:21.638363+00:00,79
2022-04-23 05:00:50.344114+00:00,45
2022-04-23 05:01:21.667140+00:00,75
2022-04-23 05:01:54.929660+00:00,76
2022-04-23 05:02:58.182794+00:00,48
2022-04-23 05:04:54.385678+00:00,47
2022-04-23 05:05:16.658718+00:00,48
2022-04-23 05:06:19.352224+00:00,76
2022-04-23 05:06:49.366479+00:00,55
2022-04-23 05:07:17.396033+00:00,48
2022-04-23 05:07:50.696586+00:00,110
2022-04-23 05:08:20.885975+00:00,47
2022-04-23 05:08:49.650083+00:00,49
2022-04-23 05:09:17.728294+00:00,48
2022-04-23 05:09:47.736412+00:00,47
2022-04-23 05:10:20.457122+00:00,76
2022-04-23 05:11:51.811375+00:00,48
2022-04-23 05:12:19.844830+00:00,76
2022-04-23 05:12:48.553087+00:00,48
2022-04-23 05:13:18.565990+00:00,55
2022-04-23 05:13:36.199578+00:00,49
2022-04-23 05:14:06.228356+00:00,48
2022-04-23 05:15:04.364414+00:00,45
2022-04-23 05:15:22.687482+00:00,50
2022-04-23 05:15:52.699022+00:00,55
2022-04-23 05:16:21.447414+00:00,48
2022-04-23 05:16:50.797257+00:00,49
2022-04-23 05:17:16.261679+00:00,52
2022-04-23 05:17:46.277613+00:00,49
2022-04-23 05:18:19.529900+00:00,76
2022-04-23 05:19:17.721270+00:00,49
2022-04-23 05:19:47.725589+00:00,48
2022-04-23 05:20:50.469780+00:00,44
2022-04-23 05:21:16.561798+00:00,53
2022-04-23 05:21:44.691032+00:00,48
2022-04-23 05:23:14.736258+00:00,49
2022-04-23 05:23:37.595304+00:00,75
2022-04-23 05:24:06.303189+00:00,46
2022-04-23 05:24:33.707654+00:00,50
2022-04-23 05:25:06.332311+00:00,40
2022-04-23 05:25:24.696835+00:00,50
2022-04-23 05:26:21.573480+00:00,48
2022-04-23 05:27:17.734779+00:00,49
2022-04-23 05:28:17.769576+00:00,76
2022-04-23 05:28:46.475869+00:00,46
2022-04-23 05:29:16.492763+00:00,47
2022-04-23 05:29:35.482128+00:00,52
2022-04-23 05:30:05.499442+00:00,48
2022-04-23 05:30:35.515022+00:00,55
2022-04-23 05:31:06.837541+00:00,48
2022-04-23 05:32:52.629326+00:00,49
2022-04-23 05:33:16.796796+00:00,52
2022-04-23 05:33:44.242931+00:00,49
2022-04-23 05:34:39.855911+00:00,57
2022-04-23 05:35:10.499948+00:00,55
2022-04-23 05:35:30.763050+00:00,42
2022-04-23 05:35:59.512912+00:00,55
2022-04-23 05:36:32.773683+00:00,40
2022-04-23 05:37:02.790030+00:00,50
2022-04-23 05:37:25.647302+00:00,48
2022-04-23 05:37:55.705990+00:00,55
2022-04-23 05:38:53.759319+00:00,44
2022-04-23 05:39:21.842197+00:00,67
2022-04-23 05:39:50.544752+00:00,49
2022-04-23 05:40:23.799899+00:00,95
2022-04-23 05:40:51.211176+00:00,52
2022-04-23 05:41:18.662107+00:00,55
2022-04-23 05:41:46.690930+00:00,53
2022-04-23 05:42:19.315636+00:00,76
2022-04-23 05:42:48.646460+00:00,55
2022-04-23 05:43:17.371578+00:00,53
2022-04-23 05:43:35.689467+00:00,75
2022-04-23 05:44:05.700709+00:00,55
2022-04-23 05:44:35.714901+00:00,71
2022-04-23 05:45:04.428855+00:00,53
2022-04-23 05:45:22.738457+00:00,76
2022-04-23 05:45:52.081181+00:00,52
2022-04-23 05:46:21.512616+00:00,55
2022-04-23 05:47:17.673560+00:00,63
2022-04-23 05:47:48.317138+00:00,48
2022-04-23 05:48:18.330906+00:00,55
2022-04-23 05:48:49.656145+00:00,40
2022-04-23 05:49:21.646490+00:00,76
2022-04-23 05:49:53.639832+00:00,48
2022-04-23 05:50:23.656859+00:00,55
2022-04-23 05:51:21.755078+00:00,75
2022-04-23 05:51:50.465854+00:00,49
2022-04-23 05:52:19.861632+00:00,57
2022-04-23 05:52:48.561910+00:00,55
2022-04-23 05:53:18.579052+00:00,64
2022-04-23 05:53:39.492185+00:00,48
2022-04-23 05:54:39.622909+00:00,64
2022-04-23 05:55:12.245586+00:00,76
2022-04-23 05:55:33.845154+00:00,55
2022-04-23 05:56:02.559400+00:00,61
2022-04-23 05:56:30.713532+00:00,68
2022-04-23 05:57:00.740950+00:00,71
2022-04-23 05:57:19.682651+00:00,64
2022-04-23 05:57:49.704418+00:00,55
2022-04-23 05:58:18.504651+00:00,79
2022-04-23 05:58:49.823621+00:00,55
2022-04-23 05:59:18.531113+00:00,64
2022-04-23 06:00:21.804387+00:00,55
2022-04-23 06:00:50.516336+00:00,61
2022-04-23 06:01:16.616362+00:00,57
2022-04-23 06:01:45.323548+00:00,76
2022-04-23 06:02:12.730884+00:00,55
2022-04-23 06:02:37.524510+00:00,95
2022-04-23 06:03:05.612673+00:00,64
2022-04-23 06:03:24.594105+00:00,55
2022-04-23 06:03:54.613773+00:00,76
2022-04-23 06:04:24.623513+00:00,64
2022-04-23 06:04:51.396130+00:00,65
2022-04-23 06:05:17.544181+00:00,55
2022-04-23 06:05:46.257404+00:00,61
2022-04-23 06:06:18.208314+00:00,76
2022-04-23 06:06:47.591099+00:00,55
2022-04-23 06:07:16.305060+00:00,64
2022-04-23 06:08:04.678111+00:00,54
2022-04-23 06:08:34.694985+00:00,55
2022-04-23 06:09:04.845782+00:00,76
2022-04-23 06:09:27.702944+00:00,48
2022-04-23 06:09:53.803510+00:00,79
2022-04-23 06:10:23.816823+00:00,55
2022-04-23 06:11:18.720792+00:00,64
2022-04-23 06:11:48.736287+00:00,63
2022-04-23 06:12:18.751034+00:00,76
2022-04-23 06:12:51.376438+00:00,55
2022-04-23 06:13:50.742433+00:00,76
2022-04-23 06:14:50.761811+00:00,55
2022-04-23 06:15:18.842848+00:00,76
2022-04-23 06:15:49.755188+00:00,55
2022-04-23 06:16:17.834882+00:00,61
2022-04-23 06:16:46.541913+00:00,55
2022-04-23 06:17:16.610780+00:00,64
2022-04-23 06:17:38.877714+00:00,76
2022-04-23 06:18:07.591645+00:00,55
2022-04-23 06:18:40.215428+00:00,71
2022-04-23 06:19:07.628333+00:00,65
2022-04-23 06:19:28.546105+00:00,76
2022-04-23 06:19:59.179458+00:00,55
2022-04-23 06:20:29.202657+00:00,64
2022-04-23 06:20:56.658066+00:00,65
2022-04-23 06:21:18.212842+00:00,58
2022-04-23 06:21:48.233155+00:00,55
2022-04-23 06:22:17.615136+00:00,64
2022-04-23 06:22:46.323618+00:00,55
2022-04-23 06:23:16.384065+00:00,76
2022-04-23 06:23:36.634556+00:00,64
2022-04-23 06:24:04.715318+00:00,57
2022-04-23 06:24:32.794637+00:00,54
2022-04-23 06:25:04.746990+00:00,76
2022-04-23 06:25:22.387323+00:00,61
2022-04-23 06:25:53.707136+00:00,76
2022-04-23 06:26:52.433361+00:00,56
2022-04-23 06:27:16.585516+00:00,65
2022-04-23 06:27:44.680447+00:00,56
2022-04-23 06:28:45.338831+00:00,55
2022-04-23 06:29:33.716489+00:00,58
2022-04-23 06:30:33.740239+00:00,55
2022-04-23 06:31:02.453655+00:00,56
2022-04-23 06:31:22.747888+00:00,76
2022-04-23 06:31:52.757735+00:00,55
2022-04-23 06:32:20.846148+00:00,67
2022-04-23 06:32:51.485499+00:00,55
2022-04-23 06:34:13.765911+00:00,54
2022-04-23 06:34:43.765326+00:00,55
2022-04-23 06:36:05.350905+00:00,76
2022-04-23 06:36:32.754936+00:00,57
2022-04-23 06:37:00.788798+00:00,54
2022-04-23 06:37:21.721988+00:00,55
2022-04-23 06:37:50.424842+00:00,53
2022-04-23 06:38:17.840716+00:00,56
2022-04-23 06:38:47.173842+00:00,76
2022-04-23 06:39:19.804475+00:00,69
2022-04-23 06:39:38.738968+00:00,57
2022-04-23 06:40:08.761193+00:00,55
2022-04-23 06:40:36.786366+00:00,59
2022-04-23 06:41:06.811263+00:00,64
2022-04-23 06:41:27.736409+00:00,48
2022-04-23 06:41:57.749776+00:00,55
2022-04-23 06:42:28.391740+00:00,64
2022-04-23 06:42:57.733171+00:00,56
2022-04-23 06:43:19.292998+00:00,55
2022-04-23 06:44:16.709350+00:00,54
2022-04-23 06:44:46.724259+00:00,55
2022-04-23 06:45:14.808369+00:00,59
2022-04-23 06:45:36.364533+00:00,55
2022-04-23 06:46:05.794950+00:00,58
2022-04-23 06:46:35.899572+00:00,48
2022-04-23 06:47:03.301430+00:00,60
2022-04-23 06:47:21.663312+00:00,53
2022-04-23 06:47:53.615233+00:00,55
2022-04-23 06:48:23.627789+00:00,63
2022-04-23 06:48:51.707095+00:00,52
2022-04-23 06:49:19.741723+00:00,55
2022-04-23 06:49:48.457959+00:00,57
2022-04-23 06:50:17.793044+00:00,54
2022-04-23 06:50:45.248466+00:00,56
2022-04-23 06:51:13.325242+00:00,53
2022-04-23 06:51:31.686680+00:00,55
2022-04-23 06:52:00.397285+00:00,52
2022-04-23 06:52:29.828887+00:00,64
2022-04-23 06:52:57.273671+00:00,76
2022-04-23 06:53:17.705726+00:00,56
2022-04-23 06:53:50.331510+00:00,95
2022-04-23 06:54:19.714772+00:00,47
2022-04-23 06:54:49.775067+00:00,48
2022-04-23 06:55:20.425804+00:00,79
2022-04-23 06:55:51.788273+00:00,48
2022-04-23 06:56:19.231249+00:00,52
2022-04-23 06:56:49.294915+00:00,48
2022-04-23 06:57:19.313961+00:00,76
2022-04-23 06:57:46.717946+00:00,55
2022-04-23 06:58:18.667237+00:00,71
2022-04-23 06:58:48.692464+00:00,55
2022-04-23 06:59:20.634879+00:00,48
2022-04-23 06:59:48.714394+00:00,95
2022-04-23 07:00:17.562979+00:00,45
2022-04-23 07:00:46.263318+00:00,53
2022-04-23 07:01:13.859299+00:00,61
2022-04-23 07:01:32.797875+00:00,48
2022-04-23 07:02:06.056488+00:00,76
2022-04-23 07:02:34.758934+00:00,48
2022-04-23 07:03:04.783215+00:00,76
2022-04-23 07:03:23.723493+00:00,47
2022-04-23 07:03:51.894942+00:00,68
2022-04-23 07:04:20.650484+00:00,47
2022-04-23 07:04:53.321207+00:00,95
2022-04-23 07:05:13.577800+00:00,79
2022-04-23 07:05:43.596076+00:00,47
2022-04-23 07:06:12.297440+00:00,55
2022-04-23 07:06:39.748827+00:00,50
2022-04-23 07:07:09.758987+00:00,48
2022-04-23 07:07:32.627396+00:00,86
2022-04-23 07:08:05.241396+00:00,40
2022-04-23 07:08:32.699633+00:00,47
2022-04-23 07:09:02.762868+00:00,55
2022-04-23 07:09:23.727422+00:00,40
2022-04-23 07:09:51.988833+00:00,44
2022-04-23 07:10:22.677841+00:00,55
2022-04-23 07:11:19.647518+00:00,48
2022-04-23 07:11:48.540961+00:00,46
2022-04-23 07:12:18.650043+00:00,48
2022-04-23 07:13:48.959505+00:00,47
2022-04-23 07:14:16.545292+00:00,48
2022-04-23 07:15:15.537822+00:00,60
2022-04-23 07:15:33.537868+00:00,49
2022-04-23 07:16:03.827856+00:00,48
2022-04-23 07:16:32.630476+00:00,53
2022-04-23 07:17:02.685238+00:00,48
2022-04-23 07:17:25.688231+00:00,76
